//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
6SAC12XKVJW2ZN  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Nathaniel Burch            N935      Unknown             Unknown
6SAC12XKVJW2ZN  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Nathaniel Burch            N443      Unknown             Deceased
WQFKVIIKLW7NET  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Stan Huerta                C828      Unknown             Deceased
WQFKVIIKLW7NET  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Stan Saunders              C428      Unknown             Unknown
WQFKVIIKLW7NET  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Stan Moreau                C939      Unknown             Deceased
WQFKVIIKLW7NET  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Stan Gordon                C604      Unknown             Deceased
WQFKVIIKLW7NET  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Stan Huerta                C210      Unknown             Deceased
WQFKVIIKLW7NET  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Stan Huerta                C816      Unknown             Deceased
WQFKVIIKLW7NET  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Stan Gilmore               C511      Unknown             Unknown
WQFKVIIKLW7NET  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Stan Davis                 C978      Unknown             Unknown
WQFKVIIKLW7NET  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Stan Huerta                C142      Unknown             Deceased
WQFKVIIKLW7NET  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Stan Huerta                C618      Unknown             Unknown
WQFKVIIKLW7NET  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Stan Huerta                C853      Unknown             Deceased
WQFKVIIKLW7NET  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Stan Huerta                C264      Unknown             Unknown
WQFKVIIKLW7NET  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Stan Huerta                C195      Unknown             Deceased
WQFKVIIKLW7NET  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Stan Huerta                C883      Unknown             Deceased
WQFKVIIKLW7NET  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Stan Huerta                C333      Unknown             Unknown
WQFKVIIKLW7NET  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Stan Huerta                C476      Unknown             Deceased
WQFKVIIKLW7NET  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Stan Huerta                C232      Unknown             Unknown
WQFKVIIKLW7NET  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Stan Huerta                C747      Unknown             Unknown
WQFKVIIKLW7NET  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Stan Huerta                C849      Unknown             Unknown
WQFKVIIKLW7NET  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Stan Huerta                C152      Unknown             Deceased
WQFKVIIKLW7NET  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Stan Huerta                C570      Unknown             Unknown
WQFKVIIKLW7NET  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Stan Bliss                 C307      Unknown             Deceased
WQFKVIIKLW7NET  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Stan Huerta                C395      Unknown             Deceased
WQFKVIIKLW7NET  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Stan Huerta                C146      Unknown             Unknown
WQFKVIIKLW7NET  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Stan Huerta                C403      Unknown             Unknown
WQFKVIIKLW7NET  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Stan Huerta                C750      Unknown             Unknown
WQFKVIIKLW7NET  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Stan Huerta                C655      Unknown             Unknown
WQFKVIIKLW7NET  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Stan Huerta                C322      Unknown             Unknown
WQFKVIIKLW7NET  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Stan Huerta                C950      Unknown             Deceased
WQFKVIIKLW7NET  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Stan Myers                 C154      Unknown             Deceased
WQFKVIIKLW7NET  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Stan Huerta                C275      Unknown             Unknown
WQFKVIIKLW7NET  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Stan Huerta                C515      Unknown             Unknown
WQFKVIIKLW7NET  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Stan Huerta                C271      Unknown             Deceased
WQFKVIIKLW7NET  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Stan Huerta                C993      Unknown             Unknown
WQFKVIIKLW7NET  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Stan Huerta                C998      Unknown             Deceased
WQFKVIIKLW7NET  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Stan Huerta                C880      Unknown             Deceased
WQFKVIIKLW7NET  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Stan Huerta                C271      Unknown             Unknown
WQFKVIIKLW7NET  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Stan Huerta                C126      Unknown             Deceased
WQFKVIIKLW7NET  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Stan O'Hara                C517      Unknown             Unknown
WQFKVIIKLW7NET  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Stan Huerta                C154      Unknown             Unknown
WQFKVIIKLW7NET  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Stan Huerta                C871      Unknown             Unknown
WQFKVIIKLW7NET  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Stan Huerta                C715      Unknown             Unknown
WQFKVIIKLW7NET  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Stan Huerta                C574      Unknown             Deceased
WQFKVIIKLW7NET  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Stan Huerta                C256      Unknown             Unknown
WQFKVIIKLW7NET  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Stan Presado               C803      Unknown             Unknown
WQFKVIIKLW7NET  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Stan Huerta                C278      Unknown             Unknown
WQFKVIIKLW7NET  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Stan Huerta                C570      Unknown             Deceased
WQFKVIIKLW7NET  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Stan Syson                 C837      Unknown             Deceased
WQFKVIIKLW7NET  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Stan Huerta                C780      Unknown             Unknown
WQFKVIIKLW7NET  M-W776-G6VL-B761-D1YW-162G-IPAO  Stan Huerta                C690      Unknown             Unknown
WQFKVIIKLW7NET  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Stan Huerta                C300      Unknown             Unknown
WQFKVIIKLW7NET  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Stan Huerta                C459      Unknown             Deceased
WQFKVIIKLW7NET  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Stan Garner                C571      Unknown             Unknown
WQFKVIIKLW7NET  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Stan Huerta                C470      Unknown             Deceased
WQFKVIIKLW7NET  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Stan Huerta                C760      Unknown             Deceased
WQFKVIIKLW7NET  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Stan Huerta                C878      Unknown             Deceased
WQFKVIIKLW7NET  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Stan Huerta                C262      Unknown             Unknown
WQFKVIIKLW7NET  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Stan Huerta                C394      Unknown             Unknown
WQFKVIIKLW7NET  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Stan Anderson              C393      Unknown             Deceased
WQFKVIIKLW7NET  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Stan Huerta                C194      Unknown             Unknown
WQFKVIIKLW7NET  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Stan Huerta                C312      Unknown             Unknown
WQFKVIIKLW7NET  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Stan Huerta                C376      Unknown             Deceased
WQFKVIIKLW7NET  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Stan Huerta                C664      Unknown             Unknown
WQFKVIIKLW7NET  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Stan Huerta                C761      Unknown             Unknown
WQFKVIIKLW7NET  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Stan Huerta                C524      Unknown             Deceased
WQFKVIIKLW7NET  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Stan Huerta                C940      Unknown             Deceased
WQFKVIIKLW7NET  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Stan Davidson              C666      Unknown             Deceased
WQFKVIIKLW7NET  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Stan Huerta                C993      Unknown             Deceased
WQFKVIIKLW7NET  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Stan Huerta                C617      Unknown             Deceased
WQFKVIIKLW7NET  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Stan Huerta                C203      Unknown             Deceased
WQFKVIIKLW7NET  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Stan Huerta                C506      Unknown             Deceased
WQFKVIIKLW7NET  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Stan Huerta                C867      Unknown             Deceased
WQFKVIIKLW7NET  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Stan Huerta                C453      Unknown             Unknown
WQFKVIIKLW7NET  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Stan Huerta                C611      Unknown             Deceased
WQFKVIIKLW7NET  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Stan Combs                 C386      Unknown             Unknown
WQFKVIIKLW7NET  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Stan Nearing               C316      Unknown             Unknown
WQFKVIIKLW7NET  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Stan Huerta                C340      Unknown             Unknown
WQFKVIIKLW7NET  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Stan Huerta                C710      Unknown             Deceased
WQFKVIIKLW7NET  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Stan Shaw                  C195      Unknown             Unknown
WQFKVIIKLW7NET  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Stan Huerta                C990      Unknown             Deceased
WQFKVIIKLW7NET  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Stan Huerta                C722      Unknown             Unknown
WQFKVIIKLW7NET  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Stan Huerta                C976      Unknown             Deceased
WQFKVIIKLW7NET  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Stan Huerta                C974      Unknown             Deceased
WQFKVIIKLW7NET  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Stan Allam                 C282      Unknown             Deceased
WQFKVIIKLW7NET  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Stan Huerta                C543      Unknown             Unknown
WQFKVIIKLW7NET  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Stan Huerta                C867      Unknown             Unknown
WQFKVIIKLW7NET  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Stan Huerta                C419      Unknown             Deceased
WQFKVIIKLW7NET  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Stan Huerta                C988      Unknown             Deceased
WQFKVIIKLW7NET  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Stan Huerta                C553      Unknown             Deceased
WQFKVIIKLW7NET  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Stan Huerta                C456      Unknown             Unknown
WQFKVIIKLW7NET  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Stan Huerta                C910      Unknown             Deceased
WQFKVIIKLW7NET  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Stan Erkel                 C293      Unknown             Unknown
WQFKVIIKLW7NET  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Stan Huerta                C582      Unknown             Unknown
WQFKVIIKLW7NET  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Stan O'Byrne               C414      Unknown             Unknown
WQFKVIIKLW7NET  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Stan Huerta                C863      Unknown             Deceased
WQFKVIIKLW7NET  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Stan Parsons               C850      Unknown             Unknown
WQFKVIIKLW7NET  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Stan Huerta                C445      Unknown             Deceased
WQFKVIIKLW7NET  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Stan Huerta                C829      Unknown             Unknown
WQFKVIIKLW7NET  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Stan Graves                C185      Unknown             Unknown
WQFKVIIKLW7NET  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Stan Dervis                C356      Unknown             Deceased
WQFKVIIKLW7NET  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Stan Huerta                C437      Unknown             Deceased
WQFKVIIKLW7NET  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Stan Huerta                C224      Unknown             Unknown
WQFKVIIKLW7NET  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Stan Huerta                C684      Unknown             Deceased
WQFKVIIKLW7NET  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Stan Moore                 C713      Unknown             Unknown
WQFKVIIKLW7NET  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Stan Huerta                C393      Unknown             Deceased
WQFKVIIKLW7NET  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Stan Huerta                C785      Unknown             Deceased
WQFKVIIKLW7NET  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Stan Huerta                C990      Unknown             Unknown
WQFKVIIKLW7NET  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Stan Huerta                C507      Unknown             Unknown
WQFKVIIKLW7NET  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Stan Chavez                C248      Unknown             Unknown
WQFKVIIKLW7NET  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Stan Huerta                C508      Unknown             Unknown
WQFKVIIKLW7NET  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Stan Huerta                C878      Unknown             Deceased
WQFKVIIKLW7NET  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Stan Huerta                C194      Unknown             Deceased
WQFKVIIKLW7NET  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Stan Huerta                C793      Unknown             Unknown
WQFKVIIKLW7NET  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Stan Stockert              C340      Unknown             Deceased
WQFKVIIKLW7NET  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Stan Chang                 C241      Unknown             Unknown
WQFKVIIKLW7NET  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Stan Huerta                C976      Unknown             Deceased
WQFKVIIKLW7NET  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Stan Huerta                C171      Unknown             Unknown
WQFKVIIKLW7NET  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Stan Goldberg              C152      Unknown             Deceased
WQFKVIIKLW7NET  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Stan Peterson              C815      Unknown             Deceased
WQFKVIIKLW7NET  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Stan Huerta                C871      Unknown             Unknown
WQFKVIIKLW7NET  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Stan Huerta                C720      Unknown             Deceased
WQFKVIIKLW7NET  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Stan Huerta                C706      Unknown             Unknown
WQFKVIIKLW7NET  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Stan Mitkov                C121      Unknown             Deceased
WQFKVIIKLW7NET  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Stan Huerta                C380      Unknown             Deceased
WQFKVIIKLW7NET  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Stan Huerta                C140      Unknown             Deceased
WQFKVIIKLW7NET  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Stan Huerta                C336      Unknown             Unknown
WQFKVIIKLW7NET  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Stan Huerta                C298      Unknown             Deceased
WQFKVIIKLW7NET  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Stan Huerta                C787      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Russell Maldonado          B313      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Russell Duffield           B575      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Russell Maldonado          B586      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Russell Maldonado          B408      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Russell Maldonado          B494      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Russell Meltzer            B705      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Russell Pyke               B775      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Russell Maldonado          B442      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Russell Maldonado          B539      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Russell Maldonado          B257      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Russell Maldonado          B678      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Russell Maldonado          B604      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Russell Maldonado          B527      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Russell Garner             B586      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Russell Maldonado          B270      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Russell Pulford            B750      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Russell Maldonado          B141      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Russell Maldonado          B736      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Russell Maldonado          B131      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Russell Maldonado          B178      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Russell Maldonado          B654      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Russell Maldonado          B367      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Russell Knowles            B273      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Russell Maldonado          B607      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Russell Maldonado          B493      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Russell Maldonado          B209      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Russell Maldonado          B423      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Russell Maldonado          B982      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Russell Maldonado          B362      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Russell Maldonado          B531      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Russell Maldonado          B646      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Russell Maldonado          B554      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Russell Maldonado          B424      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Russell Maldonado          B382      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Russell Maldonado          B344      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Russell Maldonado          B865      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Russell Maldonado          B268      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Russell Maldonado          B504      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Russell Maldonado          B757      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Russell Maldonado          B374      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Russell Maldonado          B422      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Russell Maldonado          B732      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Russell Maldonado          B891      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Russell Darrow             B616      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Russell Maldonado          B541      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Russell Maldonado          B853      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Russell Maldonado          B437      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Russell Kormos             B708      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Russell Maldonado          B442      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-W776-G6VL-B761-D1YW-162G-IPAO  Russell Maldonado          B185      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Russell Maldonado          B892      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Russell Maldonado          B645      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Russell Maldonado          B546      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Russell Maldonado          B911      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Russell Maldonado          B141      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Russell Maldonado          B803      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Russell Maldonado          B295      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Russell Maldonado          B567      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Russell Apperson           B595      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Russell Maldonado          B355      Unknown             Deceased
E4Y2RCBT9ZVOX8  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Russell Maldonado          B960      Unknown             Unknown
E4Y2RCBT9ZVOX8  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Russell Mandali            B544      Unknown             Deceased
